"record_id","state_code","jurisdiction_name","jurisdiction_type","official_jurisdiction_id","tax_name","legal_incidence","geographic_scope","employer_withholding","rate","effective_at","administrator","evidence_status","coverage_status","product_disposition","source_date","primary_source_urls","limitations"
"pa-legal-municipality-eit-151955","PA","WEST MARLBOROUGH TWP","township","{""municipality_ids"":[""151955""],""psd_codes"":[""151106""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[0.75],""municipal_resident_percent"":[0.75]}","{""register_as_of"":""2026-08-25""}","""Keystone Collections Group""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2025-12-24""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-041563","PA","WEST MAYFIELD BORO","borough","{""municipality_ids"":[""041563""],""psd_codes"":[""040507""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-12""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-201445","PA","WEST MEAD TWP","township","{""municipality_ids"":[""201445""],""psd_codes"":[""200208""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-01-03""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-431293","PA","WEST MIDDLESEX BORO","borough","{""municipality_ids"":[""431293""],""psd_codes"":[""431103""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-29""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-631953","PA","WEST MIDDLETOWN BORO","borough","{""municipality_ids"":[""631953""],""psd_codes"":[""630104""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Keystone Collections Group""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-01-15""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-023603","PA","WEST MIFFLIN BORO","borough","{""municipality_ids"":[""023603""],""psd_codes"":[""732001""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Jordan Tax Service""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-01-22""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-151985","PA","WEST NANTMEAL TWP","township","{""municipality_ids"":[""151985""],""psd_codes"":[""151007""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Keystone Collections Group""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-23""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-651863","PA","WEST NEWTON BORO","borough","{""municipality_ids"":[""651863""],""psd_codes"":[""651707""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[0.5],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-05-14""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-461744","PA","WEST NORRITON TWP","township","{""municipality_ids"":[""461744""],""psd_codes"":[""461003""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-05-28""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-152015","PA","WEST NOTTINGHAM TWP","township","{""municipality_ids"":[""152015""],""psd_codes"":[""150706""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Keystone Collections Group""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-05-27""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
